City,Date,WP1,WP2,N1,N2,N3,N4,Carbon,Ozone,Sulpher,OC1,IN1,OC2,IN2,SI
Jorapokhar,08/02/2019,112.72,255.29,22.2,10.47,,6.62,,14.76,68.24,,,,18700.96,214
Amritsar,23/05/2017,32.8,143.82,28.66,14.01,,28.36,0,38.58,2.8,,,,18701.96,127
Thiruvananthapuram,19/11/2018,67.12,322.18,7.99,18.07,17.31,8.2,1.14,49.99,14.16,,,,18702.96,153
Thiruvananthapuram,03/06/2020,13.66,39.72,1.04,4.46,7.07,2.32,0.74,40.38,4.23,,,,18703.96,69
Gurugram,13/04/2017,96.44,,3.39,8.9,8.51,,0.36,44.51,2.19,,,,18704.96,265
Patna,02/04/2017,38.98,,7.02,15.24,14.5,,1.86,46.47,30.6,23.38,5.59,2.77,18705.96,105
Jorapokhar,10/04/2019,81.84,198.34,8.86,9.48,,3.79,,12.33,15.24,,,,18706.96,206
Amritsar,12/10/2016,12.64,60.1,6.86,11.64,,23.55,0.28,23.61,5.42,,,,18707.96,46
Chennai,03/04/2016,55.58,,3.64,12.05,9.26,,0.1,74.03,5.42,0,,0,18708.96,118
Jorapokhar,18/03/2019,125.48,221.89,7.14,10.07,,6.34,,41.89,31.57,,,,18709.96,271
Brajrajnagar,26/10/2019,51.24,144.89,14.33,19.04,15.7,6.8,2.03,19.79,11.77,,,0,18710.96,114
Gurugram,07/08/2018,75.7,212.71,18.14,42.03,45.5,,0.98,35.91,24.39,5.57,,2,18711.96,149
Chennai,01/03/2018,29.55,,12.02,28.27,25.58,52.44,1.07,37.5,4.5,0.67,,0.05,18712.96,73
Chennai,26/08/2017,53.17,,14.1,11.97,17.91,,0.56,20.66,41.55,0.18,,0.37,18713.96,100
Mumbai,25/01/2020,35.33,86.27,19.06,23.32,38.98,,0.41,42.06,7.04,,,0,18714.96,75
Jaipur,18/03/2019,43.52,74.24,6.99,25.67,27.79,12.62,0.85,57.87,10.97,5.51,,0.38,18715.96,104
Lucknow,22/11/2015,133.32,,62.41,42.06,,,2.06,16.87,10.72,13.64,,5.46,18716.96,314
Hyderabad,01/12/2019,72.89,128.32,13,53.35,39.46,47.45,0.77,23.62,6.8,15.82,3.66,1.04,18717.96,123
Chennai,25/08/2018,32.93,,5.35,10.75,14.46,,1.27,10.84,4.09,0.25,,0.83,18718.96,62
Brajrajnagar,23/11/2018,137.06,153.59,10.78,18.57,27.43,17.53,4.7,45.57,17.89,,,0,18719.96,308
Shillong,02/05/2020,14.34,14.69,0.91,2.49,1,3.42,0.38,13.49,3.39,0.17,,0.39,18720.96,37
Bengaluru,25/04/2017,56.8,175.12,7,25.56,23.53,16.97,1.03,50.62,3.79,1.94,,0.77,18721.96,155
Delhi,23/02/2020,49.46,107.06,5.58,14.12,17.69,35.01,1.02,67.23,6.97,19.41,0.54,2.09,18722.96,110
Amaravati,08/03/2018,19.43,36.4,4.2,3.89,3.23,9.98,0.45,20.52,10.74,0.33,,0.4,18723.96,64
Ahmedabad,07/09/2018,22.61,,37.27,31.88,45.85,,35.9,,42.47,21.26,7.16,3.87,18724.96,882
Amritsar,11/09/2019,,106.53,12.39,11.54,10.16,4.87,0.94,26.48,4.78,3.63,11.82,4.86,18725.96,104
Ahmedabad,01/08/2018,56.52,,20.54,82.39,57.47,,38.1,29.19,86.15,32.61,3.88,9.91,18726.96,668
Bengaluru,14/12/2019,33.98,70.91,16.08,36.48,41.17,13.25,1.2,20.27,3.65,3.1,,1.07,18727.96,81
Jaipur,04/09/2019,33.98,76.12,8.94,19.52,21.2,14.47,0.66,13.87,8.81,2.29,,0.42,18728.96,86
Lucknow,28/12/2019,159.27,,22.62,71.86,57.81,55.79,1.43,30.22,9.78,5.7,,2.26,18729.96,302
Guwahati,18/10/2019,33.76,55.66,4.22,15.95,20.44,12.09,0.56,16.44,11.81,,,0.02,18730.96,66
Amaravati,19/11/2017,108.4,181.73,12.72,71.22,38.17,10.03,0.87,54,29.42,0.09,0.19,0,18731.96,193
Amaravati,05/02/2019,82.96,177.13,15.1,80.68,64.72,32.02,1.16,38.35,15.07,0.21,0.1,0.06,18732.96,176
Amritsar,22/01/2019,70.33,119.46,13.25,9.88,21.63,15.84,0.59,20.15,6.33,2.1,2,2.25,18733.96,138
Thiruvananthapuram,20/03/2019,22.65,45.55,0.6,5.9,6.49,2.78,0.73,31.9,5.05,,,,18734.96,65
Hyderabad,28/05/2020,25.29,48.59,7.93,20.61,19.91,22.32,0.3,56.23,4.37,4.34,0.16,0.85,18735.96,104
Bengaluru,11/06/2017,29.81,40.01,3.65,26.69,0,32.17,0.31,52.09,5.74,0.71,,0.35,18736.96,67
Gurugram,10/02/2015,,,1.67,6.81,4.93,,0.44,25.42,2.01,,,,18737.96,
Talcher,04/10/2018,71.86,118.24,,,,,2.54,37.95,98.13,,,0,18738.96,118
Jorapokhar,13/12/2017,80.94,101.1,8.92,10.33,,21.05,,,22.22,,,,18739.96,141
Bengaluru,18/03/2020,21.26,59.31,6.76,21.77,20.49,30,0.79,16.97,5.42,1.95,,0.46,18740.96,83
Hyderabad,20/04/2018,64.79,122.56,7.67,46.36,31.54,15.64,0.89,47.61,5.67,9.79,4.55,1.25,18741.96,136
Lucknow,24/08/2016,77.22,,20.42,64.59,37.03,24.19,1.19,52.93,8.48,4.64,,1.07,18742.96,184
Amaravati,11/11/2019,36.26,89.75,3.12,14.45,14.9,5.98,0.86,43.44,12.49,0.27,0.1,0.1,18743.96,83
Amritsar,07/05/2018,90.01,223.71,22.57,42.25,64.23,20.63,1.78,20.17,4.61,10.62,11.4,7.13,18744.96,239
Hyderabad,22/12/2016,48.94,121.71,3.32,23.35,12.21,25.53,0.74,50.83,3.11,9.76,0.78,1.16,18745.96,118
Hyderabad,21/08/2019,11.58,42.2,5.15,15.2,16.67,15.39,0.26,36.7,7.22,5.49,2.05,1.59,18746.96,53
Kolkata,22/05/2018,39.47,92.29,1.86,8.95,14.94,,0.39,43.44,2.3,21.52,2.22,14.77,18747.96,55
Amaravati,07/12/2018,38.56,56.03,2.18,15.19,10.41,11.39,0.8,19.57,13.86,6.39,0.11,0.18,18748.96,78
Lucknow,06/12/2018,332.66,,52.36,59.36,88.43,31.45,1.52,22.96,11.72,4.28,,2.27,18749.96,387
Kochi,13/05/2018,,,,,54.38,12.91,0.8,,21.35,0,,,18750.96,
Brajrajnagar,13/05/2019,55.6,97.47,,,,6.97,,32.49,,,,,18751.96,108
Mumbai,06/02/2016,,,,,9.56,,0,,,0,0,0,18752.96,
Patna,23/07/2015,,,28.88,20.84,39.81,,2.64,7.59,7.58,0.79,0.52,0.2,18753.96,
Bengaluru,18/10/2018,66.21,123.54,22.35,14.6,27.02,,1.05,55.41,7.7,0.55,,0.55,18754.96,198
Bengaluru,20/09/2016,24.94,51.45,3.7,14.71,0,,0.49,10.9,2.24,1.73,,3.19,18755.96,117
Jaipur,05/08/2018,24.38,41.87,7.3,24.28,32.27,22.93,0.79,32.91,9.09,3.89,,0.56,18756.96,104
Jaipur,17/12/2018,121.31,106.63,23.9,48.61,89.15,33.19,1.04,40.57,19.35,11.21,,6.58,18757.96,235
Amaravati,15/06/2020,15.16,29.98,1.38,4.97,3.89,9.64,0.09,18.68,12.5,0.29,0.1,0.03,18758.96,42
Lucknow,06/11/2019,70.96,,15.77,56.5,35.51,47.42,0.76,31.68,12.65,0.02,,0.02,18759.96,273
Jaipur,18/02/2020,69.65,106.78,11.6,46.98,53.74,13.07,1.37,28.75,12.62,7.16,,2.55,18760.96,126
Kolkata,05/01/2020,75.14,137.84,56.19,37.11,100.82,28.63,0,29.73,,3.93,,1.1,18761.96,199
Jaipur,13/09/2017,32.6,66.82,3.91,8.57,,20.38,0.41,39.86,13.02,0.05,,0,18762.96,85
Amaravati,28/10/2018,53.49,,2.9,7.48,5.6,19.82,0.06,24.03,9.54,0.02,0.1,0.03,18763.96,135
Patna,06/06/2018,49.55,,51.02,23.58,68.56,,0.83,14.35,2.3,1.08,1.27,0.32,18764.96,95
Amaravati,03/01/2020,66.77,76.95,1.41,7.97,8.5,18.83,0.74,27.44,12.15,0.15,,0.02,18765.96,127
Delhi,11/08/2018,114.21,214.44,10.96,31.71,45.37,33.81,1,33.98,12.82,11.02,,3.18,18766.96,217
Patna,29/10/2018,116.23,,15.24,6.88,14.45,,1.48,45.12,34.99,15.08,6.89,1.41,18767.96,366
Delhi,24/06/2016,30.8,137.04,14.22,77.46,39.38,40.75,2.92,41.45,21.21,29.86,1.2,6.65,18768.96,224
Chennai,27/03/2016,73.11,,8.49,18.06,17.48,125.19,0.86,36.45,10.62,0.23,,0.09,18769.96,143
Jaipur,10/05/2017,53.17,105.05,26.56,37,67.66,16.08,0.73,52.27,13.77,9.24,,3.54,18770.96,105
Bengaluru,20/04/2015,60.43,,14.96,25.43,27.32,39.39,5.36,18.14,1.46,1.61,,0.1,18771.96,122
Chennai,09/12/2017,120.77,,12.32,10.81,28.53,93.26,1.08,56.58,6.15,0.7,,0.33,18772.96,327
Delhi,08/01/2020,90.61,163.83,14.69,25,27.63,31.07,0.94,14.32,8.86,36.83,1.2,1.52,18773.96,193
Gurugram,16/10/2017,67.78,,4.36,24.52,,,0.92,16.2,3.15,0,,0,18774.96,137
Talcher,16/01/2018,59.42,,80.98,,65.44,,1.23,23.18,28.19,,,0,18775.96,687
Brajrajnagar,28/04/2016,76.76,132.08,6.71,25.33,22.24,26.62,0.94,32.9,12.54,,,1.6,18776.96,212
Hyderabad,05/11/2015,,,8.69,16.22,22.57,,0.74,10.03,3.67,3.9,0.04,0.2,18777.96,
Gurugram,06/10/2017,19.66,,2.14,10.74,4.22,0.21,0.27,42.23,4.32,,,,18778.96,
Patna,08/02/2018,47.99,,25.46,30.95,32.87,,0.28,9.93,32.01,20.81,11.69,4.33,18779.96,
Hyderabad,14/03/2015,,,4.12,10.17,14.97,,0.78,33.23,3.12,5.22,0.77,0.89,18780.96,
Jorapokhar,13/01/2018,,94.17,7.7,9.87,,6.91,0.35,42.48,23.85,,,,18781.96,102
Amaravati,19/01/2020,64.82,95.17,2.39,22.5,15.85,2.66,0.34,56.91,6.06,0,,0.03,18782.96,105
Lucknow,09/03/2017,99.22,,6.58,10.4,,,1.35,5.53,5.49,3.24,,1.52,18783.96,305
Visakhapatnam,19/03/2019,49.62,107.43,3.09,22.54,12.5,16.54,0.6,33.86,11.07,17.33,3.73,3.8,18784.96,122
Bhopal,29/06/2019,39.01,80.75,1.99,8.04,6.35,7.41,0.56,27.77,8.85,,,,18785.96,79
Amritsar,14/02/2018,81.9,195.04,58.66,29.85,37.05,10.89,0.97,50.74,5.19,3.8,9.32,12.05,18786.96,296
Brajrajnagar,29/06/2019,19.25,56.46,9.5,19.06,32.45,18.14,3.22,21.36,16.89,,,0,18787.96,81
Chennai,03/10/2018,19.5,63.93,7.4,8.15,15.4,2.33,0.91,9.39,5.44,0.09,,0.21,18788.96,96
Thiruvananthapuram,13/09/2019,20.33,44.27,0.91,4.4,3.78,3.17,0.86,32.15,1.32,,,,18789.96,48
Mumbai,21/10/2019,24.18,56.56,29.82,21.65,49.55,6.26,1.07,20.39,6.74,,,4.78,18790.96,65
Hyderabad,20/12/2019,93.78,200.42,5.91,49.44,27.69,15.71,0.63,27.68,6.31,28.38,7.6,1.95,18791.96,260
Jorapokhar,03/04/2019,56.81,88.33,8.77,9.43,,2.53,0,38.93,6.71,,,,18792.96,106
Brajrajnagar,03/11/2019,157.3,345.46,15.1,14.47,25.35,8.47,0,11.26,12.63,,,1.99,18793.96,287
Chennai,08/04/2017,123.54,,8.91,10.91,11.34,,1.49,18.64,4.92,1.63,,1.79,18794.96,329
Guwahati,25/03/2018,101.39,161.94,6.15,13.24,22.56,10.48,0.78,25.55,19,,,3.19,18795.96,282
Mumbai,21/02/2020,43.04,62.91,45.99,24.27,66.91,11.74,0.21,19.26,11.85,,,4.09,18796.96,124
Delhi,17/08/2019,38.49,67.27,3.75,25.77,19.83,49.11,0.72,28.68,8.97,17.1,0.44,1.62,18797.96,106
Delhi,19/07/2019,49.61,114.92,13.86,17.13,22.92,33.15,0.75,34.03,9.74,17.05,0.91,1.88,18798.96,138
Delhi,08/06/2018,132.36,214.97,7.81,35.81,34.37,13.03,0.93,45.78,8.36,12.84,0.43,2.65,18799.96,231
Delhi,25/08/2019,51.86,123.97,9.32,23.69,23.75,36.64,0.13,29.27,9.16,2.54,0.02,1.18,18800.96,122
Shillong,26/05/2020,8.24,31.38,0.94,2.75,1.85,13.76,0.57,1.16,6.11,0.03,,0.05,18801.96,30
Jorapokhar,07/09/2017,,109.69,25.59,10.46,,10.24,1.03,22.95,10.25,,,,18802.96,120
Lucknow,06/01/2015,,,12.54,55.86,4.22,,1.14,14.56,30.09,2.85,,1.19,18803.96,
Chennai,23/03/2016,81.14,,9.19,14.31,20.25,,1.42,32.72,9.46,,,,18804.96,192
Jorapokhar,31/10/2018,98.15,152.15,8.88,9.27,,23.37,0,17.01,9.2,,,,18805.96,148
Patna,26/04/2016,87.31,,12.05,11.01,25.8,,2.54,39.54,7.12,0.62,0.13,0.03,18806.96,165
Guwahati,31/07/2019,40.34,,8.58,8.9,16.12,1.6,0.57,30.09,10.48,,,0,18807.96,73
Delhi,07/03/2020,61.98,131.07,28.09,46.01,62.65,13.6,1.4,33.58,13.8,22.27,0.66,3.32,18808.96,126
Amritsar,08/08/2018,21.1,103.3,25.5,15.59,32.28,8.66,0.67,39.15,17.65,2.82,2,1.7,18809.96,117
Thiruvananthapuram,26/09/2019,65.47,147.39,6.12,13.14,14.57,16.79,1.17,45.17,4.03,,,,18810.96,
Thiruvananthapuram,28/04/2019,70.56,129.52,0.96,5.17,5.55,3.01,0.96,16.94,4.72,,,,18811.96,160
Hyderabad,04/04/2019,19.59,54.14,8.8,25.94,17.6,13.66,0.44,23.09,9.46,4.45,1.42,1.61,18812.96,71
Delhi,17/06/2020,44.36,78.09,19.93,27.96,49.18,22.82,9.47,1.44,18.34,5.17,2.67,1.56,18813.96,145
Bengaluru,08/03/2020,35.08,91.18,7.72,27.94,19.98,25.53,0.91,60.29,3.74,1.59,,1.06,18814.96,95
Thiruvananthapuram,16/08/2019,13.58,57.01,0.96,4.21,2.45,2.76,0.73,38.05,0.74,,,,18815.96,51
Bengaluru,23/09/2019,17.7,33.97,3.67,16.9,11.29,18.42,0.85,24.49,5.71,1.56,,0.72,18816.96,48
Mumbai,19/01/2020,47.25,67.08,30.64,46.74,69.72,,1.46,22,24.67,,,0.79,18817.96,92
Patna,03/04/2019,226.59,,8.6,14.34,5.47,,1.61,,60.19,21.3,6.01,1.3,18818.96,391
Lucknow,10/07/2015,92.78,,1.74,11.66,4.22,,1.86,21.86,9.04,0.29,,0.12,18819.96,219
Gurugram,25/08/2016,36.7,,6.51,9.83,,,1.16,23.16,3.77,2.32,,0.03,18820.96,81
Amritsar,12/09/2017,32.36,124.18,23.52,11.64,,18.43,0.25,9.6,6.46,1.07,6.96,,18821.96,118
Lucknow,28/12/2016,522.14,,77.75,28.97,,,1.38,42.63,8.05,13.15,,3.39,18822.96,442
Lucknow,22/09/2019,43.35,,12.15,16.46,23.04,10.41,0.98,17.9,7.06,0.24,,0.03,18823.96,104
Chennai,29/09/2018,17.6,65.88,7.67,12.87,17.43,18.31,0.44,12.61,9.92,0,,0.13,18824.96,62
Jaipur,18/05/2020,16.3,50.89,3.6,14.13,14.74,6.71,0.55,27.56,12.19,21.71,,0.74,18825.96,65
Amritsar,19/02/2018,85.59,134.34,11.19,8.2,17.63,6.95,0.92,18.35,3.9,1.45,3.35,1.48,18826.96,169
Visakhapatnam,11/06/2018,23.67,,11.32,30.57,31.79,85.73,0.99,23.19,5.21,4.36,0.89,2.68,18827.96,76
Thiruvananthapuram,24/03/2019,18.55,40.16,1.89,7.72,4.23,1.42,1.3,22.05,8.12,,,,18828.96,56
Amaravati,25/11/2018,50.21,71.11,9.02,37.46,22.2,10.29,0.82,26.32,8.59,1.17,0.16,0.33,18829.96,82
Delhi,17/01/2019,68.14,137.06,16.5,25.91,32.82,18.82,0.96,20.88,8.53,11.63,0,2.51,18830.96,140
Guwahati,13/11/2019,95.49,182.21,17.77,7.61,23.08,5.27,0.57,24.62,14.76,,,9.9,18831.96,297
Bhopal,25/03/2020,34.42,80.54,7.75,16.54,15.39,46.81,0.41,30.88,6.31,,,,18832.96,82
Amaravati,17/11/2018,67.69,105.86,3.57,18.64,8.16,13.14,0.8,37.7,20.1,1.74,0.13,0.26,18833.96,122
Lucknow,03/07/2019,55.73,,3.97,16.32,12.45,32.64,0.92,42.77,5.12,7.4,,5.82,18834.96,199
Delhi,26/02/2020,49.32,113.83,6.41,38.03,28.85,22.81,0.99,37.75,13.58,20.11,0.79,1.92,18835.96,109
Lucknow,16/03/2018,51.3,,24.44,45.78,33.97,10.61,1.42,36.62,6.7,0.23,,0.01,18836.96,99
Brajrajnagar,29/08/2018,43.89,230.71,20.62,16.32,28.93,10.84,1.83,70.07,15.11,,,2.41,18837.96,139
Coimbatore,19/06/2019,21.37,56.57,1.2,47.54,28.02,3.28,0.5,29.61,5.05,0,,0,18838.96,54
Talcher,10/06/2020,27.8,38.81,49.72,3.05,42.13,4.02,2.67,10.61,45.76,,,,18839.96,91
Chennai,03/10/2019,31.12,,6.91,12.49,17.58,15.59,0.74,23.32,5.14,0,,0.53,18840.96,110
Lucknow,20/10/2015,68.63,,6.27,16.77,,,1.02,16.13,13.19,1.2,,3.13,18841.96,140
Chennai,12/06/2017,28.36,,6.53,11.22,9.46,,0.02,35.9,4.57,0,,0.19,18842.96,82
Jaipur,02/12/2019,115.65,183.84,21.88,43.61,58.02,44.51,0.99,42.46,11.87,27.43,,1.54,18843.96,283
Hyderabad,29/07/2015,39.03,,11.64,11.23,16.41,,1.08,23.48,8.74,2.14,0.12,0.17,18844.96,54
Ahmedabad,22/08/2015,31.52,,4.85,12.4,10.02,,8.64,27.66,22.97,62.74,56.47,9.99,18845.96,460
Amritsar,22/02/2018,51.7,93.94,20.42,23.46,45.86,13.18,0,10.39,3.67,7.78,10.52,4.36,18846.96,105
Shillong,12/03/2019,36.8,63.77,0.74,2.49,1.07,10.49,0.15,25.22,6.32,0.1,,0.11,18847.96,93
Lucknow,01/04/2020,30.67,,5.76,15.51,17.75,9.23,0.94,11.9,4.72,0.7,,0.19,18848.96,90
Gurugram,05/08/2019,57.38,111.36,12.84,24.15,26.62,7.98,0.51,5.82,5.92,6.37,4.49,10.3,18849.96,130
Bengaluru,23/06/2019,11,25.93,6.88,25.09,29.38,9.16,0.94,45.78,9.43,1.69,,0.78,18850.96,98
Chandigarh,18/12/2018,45.55,67.66,11.86,10.7,22.16,21.74,0.78,12.49,12.81,0.45,1.17,3.84,18851.96,105
Hyderabad,06/01/2019,111.95,262.51,53.9,53.12,111.06,21.21,1.43,13.84,10.8,12.8,,0.92,18852.96,308
Hyderabad,02/02/2019,77.76,132.37,8.79,57.3,34.18,32.12,0.55,45.43,17.27,28.19,3.58,2.79,18853.96,170
Thiruvananthapuram,20/10/2017,61.35,73,1.21,15.97,14.56,3.2,0.74,29.37,3.97,,,,18854.96,93
Bengaluru,25/03/2017,25.13,72.95,10.24,25,0,23.52,0.81,29.11,6.11,2.21,,0.88,18855.96,69
Bengaluru,05/03/2020,22.04,37.19,4.35,12.98,14.18,21.37,1.07,29.23,5.43,2.94,,0.52,18856.96,92
Aizawl,12/04/2020,21.95,41.8,11.04,0.24,12.96,3.26,0.43,2.98,7.07,37.97,,37.96,18857.96,52
Thiruvananthapuram,06/06/2018,25.03,56.2,1.58,8.87,6.57,4.11,0.43,42.33,2.67,,,,18858.96,76
Jaipur,19/02/2020,45.71,119.5,11.58,33.19,41.83,32.81,0.83,51.63,8.85,10.01,,1.62,18859.96,129
Jaipur,20/03/2019,51.55,109.28,5.56,34.21,28.98,23.61,1.08,49.56,11.22,10.92,,1.21,18860.96,120
Brajrajnagar,16/02/2019,86.21,155.76,30.48,31.87,35.24,32.97,1.59,10.32,12.2,,,29.15,18861.96,164
Jaipur,16/03/2019,74.63,137.44,7.43,26.6,21.17,23.91,0.67,51.18,14.9,3.49,,0.54,18862.96,179
Delhi,06/03/2020,57.09,121.16,6.7,28.43,20.95,16.03,0.81,55.03,11.05,11.99,0.25,1.99,18863.96,128
Amaravati,10/04/2020,61.8,149.05,7.4,57.42,29.21,11.92,1.41,30.97,14.55,0.04,0.23,0.03,18864.96,126
Chennai,10/10/2017,28.09,,7.81,25.35,18.66,46.24,0.92,40.3,7.35,0.05,,0.47,18865.96,67
Delhi,06/01/2020,241.52,471,75.84,79.97,73.03,9.39,1.29,34.62,16.2,6.31,,3.79,18866.96,300
Bengaluru,05/06/2015,36.1,,5.61,9.36,8.74,9.41,5.21,42.06,9.1,28.66,,24.94,18867.96,181
Hyderabad,25/08/2016,2.64,,4.04,2.4,5.15,,0.89,,2.96,4.38,0.73,1.07,18868.96,76
Talcher,17/10/2017,141.23,176.9,28.83,6.86,27.25,71.32,1.57,41.15,32.96,,,0,18869.96,341
Bengaluru,11/01/2020,62.72,107.87,13.48,29.24,81.25,21.44,0.81,42.13,5.54,1.66,,0.33,18870.96,116
Hyderabad,01/03/2016,83.58,137.55,61.4,79.29,77.33,26.85,0.81,56.82,4.93,5.67,0.55,0.79,18871.96,224
Delhi,01/06/2018,67.52,166.86,11.68,44.31,52.57,27.67,1.17,55.91,10.64,11.31,0.12,3.5,18872.96,188
Amaravati,23/02/2020,36.3,64.8,2.07,14.57,8.9,15.92,0.79,41.07,12.53,3.93,0.18,0.19,18873.96,68
Thiruvananthapuram,23/03/2020,18.73,31.15,2.21,13.34,5.3,27.76,1.04,8.22,6.66,,,,18874.96,91
Amaravati,26/11/2019,52.2,96.12,1.44,25.27,13.59,14.82,0.93,26.41,17.29,2.24,0.11,0.09,18875.96,85
Hyderabad,10/02/2019,37.82,80.13,7.92,35.27,25.49,17.11,0.79,26.98,6.62,18.03,5.75,2.36,18876.96,97
Thiruvananthapuram,10/11/2018,21.66,47.15,2.9,4.91,3.25,5.31,0.72,32.81,8.33,,,,18877.96,60
Visakhapatnam,25/05/2020,6.62,31.28,5.87,21.39,17.53,8.39,0.53,51.26,5.75,8.13,0.67,2.34,18878.96,72
Chennai,22/01/2020,34.41,51.02,11.19,9.23,21.96,62.51,0.56,32.86,14.17,0.09,,0.14,18879.96,79
Amaravati,03/10/2019,22.64,73.5,1.33,16.53,10.57,12.5,0.79,42.76,18.92,0.37,0.15,0.21,18880.96,68
Visakhapatnam,12/06/2020,16.19,66.4,11.01,23.53,21.9,6.85,0,40.45,7.45,2.4,0.13,1.93,18881.96,51
Bengaluru,01/07/2018,36.88,62.82,7.09,26.86,24.72,11.56,0.88,22.58,3.7,3.18,,0.49,18882.96,76
Amaravati,19/04/2019,37.9,69.72,6.14,14.77,12.97,9.88,0.6,37.55,16.52,3.64,0.24,0.1,18883.96,82
Visakhapatnam,13/05/2018,41.46,79.84,9.51,32.77,22.97,9.3,0.91,19.75,28.17,7.08,1.23,2.68,18884.96,103
Ahmedabad,17/05/2015,40.27,,6.51,18.54,25.59,,8.22,45.09,8.25,4.12,0.11,2.4,18885.96,116
Hyderabad,07/10/2017,59.13,93.06,6.93,44.49,31.58,27.23,0.86,29.27,10.71,12.83,6.51,3.09,18886.96,103
Visakhapatnam,17/10/2018,23.73,58.86,7.52,22.5,18.57,27.64,0.72,24.02,45.86,5.67,0.98,2.7,18887.96,75
Amaravati,21/01/2020,37.03,61.09,4.7,21.39,16.95,15.33,0.62,18.95,12.76,1.33,0.12,0.12,18888.96,62
Amaravati,23/04/2019,21.84,49.46,6.84,21.34,17.38,22.45,0.79,36.86,12.61,3.15,0.1,0.1,18889.96,72
Thiruvananthapuram,28/11/2019,78.57,123.46,2.62,8.26,5.13,6.32,1.22,44.72,5.9,,,,18890.96,188
Lucknow,17/08/2019,28.21,,7.07,21.93,15.64,20.19,1.01,15.55,4.27,1.25,,0.48,18891.96,75
Ernakulam,24/08/2019,6.01,27.35,11.07,,14.91,6.68,2.35,12.37,3.06,1.73,0.38,0.33,18892.96,116
Hyderabad,17/12/2019,40.72,69.91,4.98,42.42,19.88,14.35,0.62,38.05,6.9,28.32,3.86,3.78,18893.96,95
Amaravati,04/03/2020,13.26,38.61,2.84,10.87,7.06,11.03,0.79,43.44,12.2,6.46,0.07,0.24,18894.96,54
Thiruvananthapuram,02/03/2017,14.12,51.85,2.73,4.75,4.87,0.91,1.49,31.95,5.65,,,,18895.96,97
Bengaluru,20/06/2019,36.47,74.12,5.67,13.89,16.64,7.84,1.04,20.33,7.29,1.01,,0.21,18896.96,87
Delhi,18/01/2020,17.1,251.17,9.48,35.78,26.8,24.86,0.97,25.07,11.72,31.59,0.61,3.24,18897.96,302
Ahmedabad,02/03/2019,84.68,156.59,10.54,79.99,57.62,,23.89,26.44,55.49,38.57,0.52,1.15,18898.96,520
Amritsar,26/07/2016,32.14,83.19,12.11,10.18,16.89,2.66,0.61,43.39,3.34,1.1,8.81,1.3,18899.96,74
Hyderabad,26/05/2019,38.85,64.81,8.35,30.99,19.49,15.55,0.39,37.5,5.27,9.47,0.7,0.42,18900.96,70
Talcher,04/05/2019,,,,,,,,,,,,,18901.96,
Mumbai,31/03/2018,,,,,61.74,,0,,,,,,18902.96,
Gurugram,18/11/2015,,,12.7,11.68,17.61,,1.57,40.17,12.02,,,,18903.96,
Mumbai,05/02/2016,,,,,13.36,,0,,,0,0,0,18904.96,
Gurugram,14/09/2015,,,11.05,11.94,14.82,,1.03,10.13,21.64,,,,18905.96,
Jaipur,30/06/2019,24.33,,3.71,23.53,,55.71,0.41,6.52,7.16,0.17,,0,18906.96,
Bengaluru,04/02/2015,,,10.43,12.17,17.13,47.59,1.51,37.03,4.57,15.08,,15.28,18907.96,
Gurugram,11/02/2018,94.23,,5.81,7.5,,,,77.12,8.48,30.55,,3.19,18908.96,207
Chennai,06/03/2016,93.38,,5.84,20.11,13.97,,0.1,39.1,6.64,1.32,,0.29,18909.96,232
Jorapokhar,13/06/2019,,42.59,8.87,9.54,,76.88,0.21,,3.16,,,,18910.96,103
Amritsar,13/07/2018,,81.25,33.79,19.06,,6.58,,22.16,,,,,18911.96,84
Gurugram,31/01/2017,195.72,,14.6,9.82,8.2,,0.64,40.73,6.64,,,,18912.96,396
Jorapokhar,08/09/2019,,16.53,8.73,9.48,,7.87,1.82,0.65,5.03,,,,18913.96,101
Chennai,08/08/2016,41.11,,2.01,17.21,13.63,,0.91,19.71,9.7,0,,0,18914.96,80
Mumbai,01/03/2019,82.68,210.44,21.13,23.81,55.02,,2.09,40.02,16.41,,,1.18,18915.96,231
Bhopal,21/10/2018,71.64,145.21,15.56,48.01,30.04,23.46,1.1,23.01,7.93,,,,18916.96,146
Gurugram,21/06/2019,71.19,,29.22,42.1,32.01,,0.52,43.95,3.14,,,2.46,18917.96,140
Chennai,26/07/2015,19.41,,6.99,10.17,10.07,,1.76,22.73,2.34,16.85,,0.66,18918.96,130
Lucknow,19/05/2017,101.15,,5.15,22.65,17.67,,1.48,53.06,4.02,0.74,,1.11,18919.96,210
Mumbai,10/07/2018,26.26,65.42,28.32,11.35,35.04,,2.08,65.99,10.53,,,2.2,18920.96,78
Chennai,15/10/2016,18.02,,1.7,10.38,8.43,,0,36.72,4.24,0.04,,0.03,18921.96,69
Chennai,05/11/2019,76.7,,6.81,9.34,19.53,5.63,1.3,52.33,8.18,1.29,,0.02,18922.96,183
Lucknow,22/01/2015,,,2.49,19.92,6.24,,11.1,42.7,,3.84,,3.97,18923.96,
Gurugram,12/06/2016,17.34,,5.81,8.75,9.66,,0.32,24.02,1.83,,,,18924.96,217
Jorapokhar,27/09/2017,23.45,,14.39,8.82,,,0.53,28.21,5.65,,,,18925.96,110
